Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,Empty,Empty,Empty,Empty,Empty,energy_above_hull (meV/atom),formation_energy (eV/atom)
Pr4Gd4Mn8O24,Pr,Gd,,Mn,,,O,4,,,,,,0,-2.531133269
Pr4Gd4Ni8O24,Pr,Gd,,Ni,,,O,4,,,,,,0,-2.133295061
Pr4Gd4Sc8O24,Pr,Gd,,Sc,,,O,4,,,,,,26.50926775,-3.108868141
Pr4Gd4Ti8O24,Pr,Gd,,Ti,,,O,4,,,,,,55.01006219,-2.765386099
Pr4Gd4V8O24,Pr,Gd,,V,,,O,4,,,,,,0,-2.802416221
Pr4Ho4Co8O24,Pr,Ho,,Co,,,O,4,,,,,,57.38221378,-1.811669785
Pr4Ho4Cr8O24,Pr,Ho,,Cr,,,O,4,,,,,,10.51108275,-2.344133596
Pr4Ho4Fe8O24,Pr,Ho,,Fe,,,O,4,,,,,,52.52667425,-2.083113318
Pr4Ho4Ga8O24,Pr,Ho,,Ga,,,O,4,,,,,,91.38113959,-2.265334753
Pr4Ho4Mn8O24,Pr,Ho,,Mn,,,O,4,,,,,,60.86288519,-2.176068118
Pr4Ho4Ni8O24,Pr,Ho,,Ni,,,O,4,,,,,,154.6974666,-1.51413416
Pr4Ho4Sc8O24,Pr,Ho,,Sc,,,O,4,,,,,,49.58150338,-3.12388774
Pr4Ho4Ti8O24,Pr,Ho,,Ti,,,O,4,,,,,,103.2663285,-2.751774447
Pr4Ho4V8O24,Pr,Ho,,V,,,O,4,,,,,,7.055925313,-2.43422532
Pr4Nd4Co8O24,Pr,Nd,,Co,,,O,4,,,,,,25.30311228,-1.780622873
Pr4Nd4Cr8O24,Pr,Nd,,Cr,,,O,4,,,,,,1.40097275,-2.309149684
Pr4Nd4Fe8O24,Pr,Nd,,Fe,,,O,4,,,,,,44.92360775,-2.049773656
Pr4Nd4Ga8O24,Pr,Nd,,Ga,,,O,4,,,,,,74.56373534,-2.232121591
Pr4Nd4Mn8O24,Pr,Nd,,Mn,,,O,4,,,,,,39.69329769,-2.143438456
Pr4Nd4Ni8O24,Pr,Nd,,Ni,,,O,4,,,,,,124.7298651,-1.480975748
Pr4Nd4Sc8O24,Pr,Nd,,Sc,,,O,4,,,,,,25.08521475,-3.094964828
Pr4Nd4Ti8O24,Pr,Nd,,Ti,,,O,4,,,,,,54.82773069,-2.750761036
Pr4Nd4V8O24,Pr,Nd,,V,,,O,4,,,,,,23.21180706,-2.375510408
Pr4Sm4Co8O24,Pr,Sm,,Co,,,O,4,,,,,,35.07688959,-1.790861593
Pr4Sm4Cr8O24,Pr,Sm,,Cr,,,O,4,,,,,,0,-2.320202654
Pr4Sm4Fe8O24,Pr,Sm,,Fe,,,O,4,,,,,,48.18377975,-2.060146876
Pr4Sm4Ga8O24,Pr,Sm,,Ga,,,O,4,,,,,,82.92662983,-2.242498561
Pr4Sm4Mn8O24,Pr,Sm,,Mn,,,O,4,,,,,,42.81588044,-2.154099176
Pr4Sm4Ni8O24,Pr,Sm,,Ni,,,O,4,,,,,,134.6716424,-1.491046468
Pr4Sm4Sc8O24,Pr,Sm,,Sc,,,O,4,,,,,,28.58352225,-3.103871798
Pr4Sm4Ti8O24,Pr,Sm,,Ti,,,O,4,,,,,,70.13978156,-2.750977005
Pr4Sm4V8O24,Pr,Sm,,V,,,O,4,,,,,,9.364902313,-2.378574878
Pr4Sr4Co4Ni4O24,Pr,Sr,,Co,Ni,,O,5,,,,,,139.928045,-1.319401221
Pr4Sr4Co6Ni2O24,Pr,Sr,,Co,Ni,,O,5,,,,,,118.3141068,-1.391070252
Pr4Sr4Co7Ni1O24,Pr,Sr,,Co,Ni,,O,5,,,,,,89.54726266,-1.444864643
Pr4Sr4Fe1Co7O24,Pr,Sr,,Fe,Co,,O,5,,,,,,85.49364413,-1.510468069
Pr4Sr4Fe1Ni7O24,Pr,Sr,,Fe,Ni,,O,5,,,,,,200.7604929,-1.205171085
Pr4Sr4Fe2Co6O24,Pr,Sr,,Fe,Co,,O,5,,,,,,84.93486971,-1.547549104
Pr4Sr4Fe2Ni6O24,Pr,Sr,,Fe,Ni,,O,5,,,,,,183.5729925,-1.287925761
Pr4Sr4Mn1Co7O24,Pr,Sr,,Mn,Co,,O,5,,,,,,79.9859482,-1.532198794
Pr4Sr4Mn1Ni7O24,Pr,Sr,,Mn,Ni,,O,5,,,,,,204.5421005,-1.22184406
Pr4Sr4Mn2Co6O24,Pr,Sr,,Mn,Co,,O,5,,,,,,65.64422785,-1.599285805
Pr4Sr4Mn4Co4O24,Pr,Sr,,Mn,Co,,O,5,,,,,,54.1587672,-1.707336325
Pr4Sr4Mn4Ni4O24,Pr,Sr,,Mn,Ni,,O,5,,,,,,125.5711436,-1.535813763
Pr4Sr4Mn6Co2O24,Pr,Sr,,Mn,Co,,O,5,,,,,,64.5557199,-1.792016846
Pr4Sr4Mn6Fe2O24,Pr,Sr,,Mn,Fe,,O,5,,,,,,56.85261239,-1.871804417
Pr4Sr4Mn6Ni2O24,Pr,Sr,,Mn,Ni,,O,5,,,,,,86.8301581,-1.719687315
Pr4Sr4Mn7Co1O24,Pr,Sr,,Mn,Co,,O,5,,,,,,64.02417181,-1.839687107
Pr4Sr4Mn7Fe1O24,Pr,Sr,,Mn,Fe,,O,5,,,,,,61.57636317,-1.878097142
Pr4Sr4Mn7Ni1O24,Pr,Sr,,Mn,Ni,,O,5,,,,,,72.88526591,-1.805798466
Pr4Sr4Ni4Co4O24,Pr,Sr,,Ni,Co,,O,5,,,,,,144.135045,-1.315194221
Pr4Sr4Ni6Co2O24,Pr,Sr,,Ni,Co,,O,5,,,,,,184.420825,-1.21710044
Pr4Sr4Ni7Co1O24,Pr,Sr,,Ni,Co,,O,5,,,,,,202.5255342,-1.168417299
Pr6Dy2Co8O24,Pr,Dy,,Co,,,O,4,,,,,,48.04117053,-1.780956081
Pr6Dy2Cr8O24,Pr,Dy,,Cr,,,O,4,,,,,,0,-2.318581142
Pr6Dy2Fe8O24,Pr,Dy,,Fe,,,O,4,,,,,,51.23881538,-2.058635364
Pr6Dy2Ga8O24,Pr,Dy,,Ga,,,O,4,,,,,,75.46581208,-2.240777549
Pr6Dy2Mn8O24,Pr,Dy,,Mn,,,O,4,,,,,,50.70809969,-2.152588664
Pr6Dy2Ni8O24,Pr,Dy,,Ni,,,O,4,,,,,,138.7581733,-1.490018706
Pr6Dy2Sc8O24,Pr,Dy,,Sc,,,O,4,,,,,,36.18162447,-3.102800786
Pr6Dy2Ti8O24,Pr,Dy,,Ti,,,O,4,,,,,,66.76133313,-2.748978743
Pr6Dy2V8O24,Pr,Dy,,V,,,O,4,,,,,,0,-2.410424616
Pr6Gd2Co8O24,Pr,Gd,,Co,,,O,4,,,,,,0,-2.165381602
Pr6Gd2Cr8O24,Pr,Gd,,Cr,,,O,4,,,,,,0,-2.735942163
Pr6Gd2Fe8O24,Pr,Gd,,Fe,,,O,4,,,,,,0,-2.479007635
Pr6Gd2Ga8O24,Pr,Gd,,Ga,,,O,4,,,,,,67.74394496,-2.23300882
Pr6Gd2Mn8O24,Pr,Gd,,Mn,,,O,4,,,,,,0,-2.523653436
Pr6Gd2Ni8O24,Pr,Gd,,Ni,,,O,4,,,,,,0,-2.121985727
Pr6Gd2Sc8O24,Pr,Gd,,Sc,,,O,4,,,,,,26.49126913,-3.097077557
Pr6Gd2Ti8O24,Pr,Gd,,Ti,,,O,4,,,,,,42.34404359,-2.758431765
Pr6Gd2V8O24,Pr,Gd,,V,,,O,4,,,,,,0,-2.792259387
Pr6Hf2Mn6Zn2O24,Pr,Zn,,Mn,Hf,,O,5,,,,,,97.75371527,-2.1221966
Pr6Hf2Zn2Co6O24,Pr,Zn,,Co,Hf,,O,5,,,,,,113.2709417,-1.828794537
Pr6Hf2Zn2Fe6O24,Pr,Zn,,Fe,Hf,,O,5,,,,,,127.3067106,-2.026544749
Pr6Hf2Zn2Ni6O24,Pr,Zn,,Ni,Hf,,O,5,,,,,,181.7559218,-1.602796693
Pr6Ho2Co8O24,Pr,Ho,,Co,,,O,4,,,,,,47.45866309,-1.784273652
Pr6Ho2Cr8O24,Pr,Ho,,Cr,,,O,4,,,,,,0,-2.318606713
Pr6Ho2Fe8O24,Pr,Ho,,Fe,,,O,4,,,,,,52.56517063,-2.058550185
Pr6Ho2Ga8O24,Pr,Ho,,Ga,,,O,4,,,,,,76.75772521,-2.24062587
Pr6Ho2Mn8O24,Pr,Ho,,Mn,,,O,4,,,,,,53.39027919,-2.152436485
Pr6Ho2Ni8O24,Pr,Ho,,Ni,,,O,4,,,,,,141.4711659,-1.490040777
Pr6Ho2Sc8O24,Pr,Ho,,Sc,,,O,4,,,,,,40.06738694,-3.102547357
Pr6Ho2Ti8O24,Pr,Ho,,Ti,,,O,4,,,,,,71.18482569,-2.747290314
Pr6Ho2V8O24,Pr,Ho,,V,,,O,4,,,,,,0,-2.410437187
Pr6Mn6Nb2Zn2O24,Pr,Zn,,Mn,Nb,,O,5,,,,,,101.6792434,-2.028600986
Pr6Mn8Zn2O24,Pr,Zn,,Mn,,,O,4,,,,,,99.38751557,-1.817690322
Pr6Nb2Zn2Co6O24,Pr,Zn,,Co,Nb,,O,5,,,,,,149.5897113,-1.733974423
Pr6Nb2Zn2Fe6O24,Pr,Zn,,Fe,Nb,,O,5,,,,,,147.4918845,-1.905560636
Pr6Nb2Zn2Ni6O24,Pr,Zn,,Ni,Nb,,O,5,,,,,,170.1125259,-1.56328633
Pr6Nd2Co8O24,Pr,Nd,,Co,,,O,4,,,,,,25.02448734,-1.775144821
Pr6Nd2Cr8O24,Pr,Nd,,Cr,,,O,4,,,,,,0,-2.304925632
Pr6Nd2Fe8O24,Pr,Nd,,Fe,,,O,4,,,,,,44.84888738,-2.045795104
Pr6Nd2Ga8O24,Pr,Nd,,Ga,,,O,4,,,,,,64.51928629,-2.228123789
Pr6Nd2Mn8O24,Pr,Nd,,Mn,,,O,4,,,,,,39.54298544,-2.139384154
Pr6Nd2Ni8O24,Pr,Nd,,Ni,,,O,4,,,,,,122.9802402,-1.476968696
Pr6Nd2Sc8O24,Pr,Nd,,Sc,,,O,4,,,,,,24.41361763,-3.091491526
Pr6Nd2Ti8O24,Pr,Nd,,Ti,,,O,4,,,,,,44.01037784,-2.749361733
Pr6Nd2V8O24,Pr,Nd,,V,,,O,4,,,,,,3.698216094,-2.373869856
Pr6Sm2Co8O24,Pr,Sm,,Co,,,O,4,,,,,,47.801376,-1.762374181
Pr6Sm2Cr8O24,Pr,Sm,,Cr,,,O,4,,,,,,0,-2.309818742
Pr6Sm2Fe8O24,Pr,Sm,,Fe,,,O,4,,,,,,47.14197338,-2.050318714
Pr6Sm2Ga8O24,Pr,Sm,,Ga,,,O,4,,,,,,69.47703167,-2.232635899
Pr6Sm2Mn8O24,Pr,Sm,,Mn,,,O,4,,,,,,41.66452682,-2.144154264
Pr6Sm2Ni8O24,Pr,Sm,,Ni,,,O,4,,,,,,128.3861288,-1.481569056
Pr6Sm2Sc8O24,Pr,Sm,,Sc,,,O,4,,,,,,26.74964638,-3.095358136
Pr6Sm2Ti8O24,Pr,Sm,,Ti,,,O,4,,,,,,52.91027828,-2.748225843
Pr6Sm2V8O24,Pr,Sm,,V,,,O,4,,,,,,0,-2.373506716
Pr6Ta2Mn6Zn2O24,Pr,Zn,,Mn,Ta,,O,5,,,,,,88.06968527,-2.086366582
Pr6Ta2Zn2Co6O24,Pr,Zn,,Co,Ta,,O,5,,,,,,121.012896,-1.82255077
Pr6Ta2Zn2Fe6O24,Pr,Zn,,Fe,Ta,,O,5,,,,,,177.3463264,-1.919862232
Pr6Ta2Zn2Ni6O24,Pr,Zn,,Ni,Ta,,O,5,,,,,,171.8099606,-1.621588426
Pr6Ti2Mn6Zn2O24,Pr,Zn,,Mn,Ti,,O,5,,,,,,89.11498671,-2.068465654
Pr6Ti2Zn2Co6O24,Pr,Zn,,Co,Ti,,O,5,,,,,,102.6652079,-1.791345342
Pr6Ti2Zn2Fe6O24,Pr,Zn,,Fe,Ti,,O,5,,,,,,85.32116056,-2.012416304
Pr6Ti2Zn2Ni6O24,Pr,Zn,,Ni,Ti,,O,5,,,,,,181.776188,-1.554721498
Pr6Zn2Co8O24,Pr,Zn,,Co,,,O,4,,,,,,111.9893687,-1.433378989
Pr6Zn2Fe8O24,Pr,Zn,,Fe,,,O,4,,,,,,117.5570116,-1.704450022
Pr6Zn2Ni8O24,Pr,Zn,,Ni,,,O,4,,,,,,233.371776,-1.104295864
Pr6Zr2Mn6Zn2O24,Pr,Zn,,Mn,Zr,,O,5,,,,,,89.46412177,-2.099890348
Pr6Zr2Zn2Co6O24,Pr,Zn,,Co,Zr,,O,5,,,,,,123.8263429,-1.801958035
Pr6Zr2Zn2Fe6O24,Pr,Zn,,Fe,Zr,,O,5,,,,,,130.7107956,-1.998800498
Pr6Zr2Zn2Ni6O24,Pr,Zn,,Ni,Zr,,O,5,,,,,,188.725323,-1.579546192
Pr7Mn8Zn1O24,Pr,Zn,,Mn,,,O,4,,,,,,67.39021938,-1.978509962
Pr7Zn1Co8O24,Pr,Zn,,Co,,,O,4,,,,,,71.54661553,-1.598343879
Pr7Zn1Fe8O24,Pr,Zn,,Fe,,,O,4,,,,,,77.59021428,-1.876708662
Pr7Zn1Ni8O24,Pr,Zn,,Ni,,,O,4,,,,,,178.5909456,-1.287339004
Pr8Co1Ni7O24,Pr,,,Co,Ni,,O,4,,,,,,102.1512711,-1.517068534
Pr8Co2Ni6O24,Pr,,,Co,Ni,,O,4,,,,,,81.59092701,-1.562656425
Pr8Co4Ni4O24,Pr,,,Co,Ni,,O,4,,,,,,95.33248881,-1.598969956
Pr8Co6Ni2O24,Pr,,,Co,Ni,,O,4,,,,,,28.05755061,-1.716299987
Pr8Co7Ni1O24,Pr,,,Co,Ni,,O,4,,,,,,32.97595651,-1.736409128
Pr8Co8O24,Pr,,,Co,,,O,3,,,,,,22.41961241,-1.771993019
Pr8Cr1Co7O24,Pr,,,Cr,Co,,O,4,,,,,,22.37403472,-1.834268651
Pr8Cr1Fe7O24,Pr,,,Cr,Fe,,O,4,,,,,,30.80780525,-2.077926399
Pr8Cr1Ga7O24,Pr,,,Cr,Ga,,O,4,,,,,,44.20322781,-2.234695842
Pr8Cr1Ni7O24,Pr,,,Cr,Ni,,O,4,,,,,,94.65388494,-1.583231667
Pr8Cr2Co6O24,Pr,,,Cr,Co,,O,4,,,,,,29.18020703,-1.889692534
Pr8Cr2Fe6O24,Pr,,,Cr,Fe,,O,4,,,,,,17.0719435,-2.113805746
Pr8Cr2Ga6O24,Pr,,,Cr,Ga,,O,4,,,,,,38.12301463,-2.244862197
Pr8Cr2Ni6O24,Pr,,,Cr,Ni,,O,4,,,,,,83.02690466,-1.67855194
Pr8Cr4Co4O24,Pr,,,Cr,Co,,O,4,,,,,,13.18080166,-2.030152049
Pr8Cr4Fe4O24,Pr,,,Cr,Fe,,O,4,,,,,,0,-2.185639191
Pr8Cr4Ga4O24,Pr,,,Cr,Ga,,O,4,,,,,,26.27533825,-2.264882158
Pr8Cr4Ni4O24,Pr,,,Cr,Ni,,O,4,,,,,,18.44019411,-1.910525237
Pr8Cr6Co2O24,Pr,,,Cr,Co,,O,4,,,,,,0,-2.164235314
Pr8Cr6Fe2O24,Pr,,,Cr,Fe,,O,4,,,,,,0,-2.243385385
Pr8Cr6Ni2O24,Pr,,,Cr,Ni,,O,4,,,,,,0,-2.107100283
Pr8Cr7Co1O24,Pr,,,Cr,Co,,O,4,,,,,,0,-2.232326947
Pr8Cr7Fe1O24,Pr,,,Cr,Fe,,O,4,,,,,,0,-2.272338482
Pr8Cr7Ni1O24,Pr,,,Cr,Ni,,O,4,,,,,,0,-2.202056806
Pr8Cr8O24,Pr,,,Cr,,,O,3,,,,,,0,-2.30090658
Pr8Fe1Co7O24,Pr,,,Fe,Co,,O,4,,,,,,42.23558798,-1.788699304
Pr8Fe1Ni7O24,Pr,,,Fe,Ni,,O,4,,,,,,106.7012467,-1.54904082
Pr8Fe2Co6O24,Pr,,,Fe,Co,,O,4,,,,,,36.16956355,-1.831287589
Pr8Fe2Ni6O24,Pr,,,Fe,Ni,,O,4,,,,,,93.87112816,-1.623420746
Pr8Fe4Co4O24,Pr,,,Fe,Co,,O,4,,,,,,40.8070147,-1.89969466
Pr8Fe4Ni4O24,Pr,,,Fe,Ni,,O,4,,,,,,69.81139111,-1.770580098
Pr8Fe6Co2O24,Pr,,,Fe,Co,,O,4,,,,,,47.92046585,-1.965625731
Pr8Fe6Ni2O24,Pr,,,Fe,Ni,,O,4,,,,,,54.07340405,-1.9094177
Pr8Fe7Co1O24,Pr,,,Fe,Co,,O,4,,,,,,45.52619143,-2.004542266
Pr8Fe7Ni1O24,Pr,,,Fe,Ni,,O,4,,,,,,47.54553553,-1.977495376
Pr8Fe8O24,Pr,,,Fe,,,O,3,,,,,,44.549417,-2.042041302
Pr8Ga4Co4O24,Pr,,,Ga,Co,,O,4,,,,,,66.64638295,-1.989848128
Pr8Ga4Fe4O24,Pr,,,Ga,Fe,,O,4,,,,,,37.473804,-2.143228019
Pr8Ga4Ni4O24,Pr,,,Ga,Ni,,O,4,,,,,,129.9767594,-1.826407565
Pr8Ga6Co2O24,Pr,,,Ga,Co,,O,4,,,,,,60.63163558,-2.106708182
Pr8Ga6Fe2O24,Pr,,,Ga,Fe,,O,4,,,,,,43.1541225,-2.184603253
Pr8Ga6Ni2O24,Pr,,,Ga,Ni,,O,4,,,,,,97.08889055,-2.025701151
Pr8Ga7Co1O24,Pr,,,Ga,Co,,O,4,,,,,,56.54071259,-2.165378709
Pr8Ga7Fe1O24,Pr,,,Ga,Fe,,O,4,,,,,,46.33040675,-2.204954745
Pr8Ga7Ni1O24,Pr,,,Ga,Ni,,O,4,,,,,,76.83212346,-2.125565069
Pr8Ga8O24,Pr,,,Ga,,,O,3,,,,,,50.298441,-2.224514487
Pr8Mg1Co7O24,Pr,,,Mg,Co,,O,4,,,,,,0,-2.202330157
Pr8Mg1Cr7O24,Pr,,,Mg,Cr,,O,4,,,,,,0,-2.710262835
Pr8Mg1Fe7O24,Pr,,,Mg,Fe,,O,4,,,,,,0,-2.488289155
Pr8Mg1Ga7O24,Pr,,,Mg,Ga,,O,4,,,,,,82.66465971,-2.227341098
Pr8Mg1Mn7O24,Pr,,,Mg,Mn,,O,4,,,,,,0,-2.53347223
Pr8Mg1Ni7O24,Pr,,,Mg,Ni,,O,4,,,,,,0,-2.158396423
Pr8Mg1Sc7O24,Pr,,,Mg,Sc,,O,4,,,,,,51.75595534,-2.977126649
Pr8Mg1Ti7O24,Pr,,,Mg,Ti,,O,4,,,,,,17.71877028,-2.772929268
Pr8Mg1V7O24,Pr,,,Mg,V,,O,4,,,,,,0,-2.782531969
Pr8Mg2Co6O24,Pr,,,Mg,Co,,O,4,,,,,,0,-2.244308545
Pr8Mg2Cr6O24,Pr,,,Mg,Cr,,O,4,,,,,,0,-2.692390091
Pr8Mg2Fe6O24,Pr,,,Mg,Fe,,O,4,,,,,,0,-2.487173007
Pr8Mg2Ga6O24,Pr,,,Mg,Ga,,O,4,,,,,,110.0520061,-2.227164959
Pr8Mg2Mn6O24,Pr,,,Mg,Mn,,O,4,,,,,,0,-2.548548858
Pr8Mg2Ni6O24,Pr,,,Mg,Ni,,O,4,,,,,,0,-2.201619701
Pr8Mg2Sc6O24,Pr,,,Mg,Sc,,O,4,,,,,,82.29539018,-2.863709574
Pr8Mg2Ti6O24,Pr,,,Mg,Ti,,O,4,,,,,,0,-2.806492854
Pr8Mg2V6O24,Pr,,,Mg,V,,O,4,,,,,,0,-2.786324634
Pr8Mg4Co4O24,Pr,,,Mg,Co,,O,4,,,,,,0,-2.324491072
Pr8Mg4Cr4O24,Pr,,,Mg,Cr,,O,4,,,,,,0,-2.644188102
Pr8Mg4Fe4O24,Pr,,,Mg,Fe,,O,4,,,,,,0,-2.501720963
Pr8Mg4Ga4O24,Pr,,,Mg,Ga,,O,4,,,,,,157.1583264,-2.226499431
Pr8Mg4Mn4O24,Pr,,,Mg,Mn,,O,4,,,,,,0,-2.589963113
Pr8Mg4Ni4O24,Pr,,,Mg,Ni,,O,4,,,,,,0,-2.285130509
Pr8Mg4Sc4O24,Pr,,,Mg,Sc,,O,4,,,,,,140.5150099,-2.639734674
Pr8Mg4Ti4O24,Pr,,,Mg,Ti,,O,4,,,,,,5.435506125,-2.813690278
Pr8Mg4V4O24,Pr,,,Mg,V,,O,4,,,,,,0,-2.748326964
Pr8Mn1Co7O24,Pr,,,Mn,Co,,O,4,,,,,,26.23033875,-1.815721029
Pr8Mn1Cr7O24,Pr,,,Mn,Cr,,O,4,,,,,,0,-2.273314707
Pr8Mn1Fe7O24,Pr,,,Mn,Fe,,O,4,,,,,,48.10016777,-2.049507027
Pr8Mn1Ga7O24,Pr,,,Mn,Ga,,O,4,,,,,,54.66615752,-2.20763547
Pr8Mn1Ni7O24,Pr,,,Mn,Ni,,O,4,,,,,,91.34499746,-1.575413545
Pr8Mn1V7O24,Pr,,,Mn,V,,O,4,,,,,,7.565641782,-2.340342841
Pr8Mn2Co6O24,Pr,,,Mn,Co,,O,4,,,,,,29.3008151,-1.86018929
Pr8Mn2Cr6O24,Pr,,,Mn,Cr,,O,4,,,,,,0,-2.247286335
Pr8Mn2Fe6O24,Pr,,,Mn,Fe,,O,4,,,,,,50.94866855,-2.057675002
Pr8Mn2Ga6O24,Pr,,,Mn,Ga,,O,4,,,,,,58.73687405,-2.191053453
Pr8Mn2Ni6O24,Pr,,,Mn,Ni,,O,4,,,,,,60.72512971,-1.678599696
Pr8Mn2V6O24,Pr,,,Mn,V,,O,4,,,,,,35.69290844,-2.303710128
Pr8Mn4Co4O24,Pr,,,Mn,Co,,O,4,,,,,,0,-1.98915206
Pr8Mn4Cr4O24,Pr,,,Mn,Cr,,O,4,,,,,,21.5174731,-2.197713091
Pr8Mn4Fe4O24,Pr,,,Mn,Fe,,O,4,,,,,,52.0549201,-2.078601702
Pr8Mn4Ga4O24,Pr,,,Mn,Ga,,O,4,,,,,,58.3323071,-2.166435419
Pr8Mn4Ni4O24,Pr,,,Mn,Ni,,O,4,,,,,,0,-1.886328498
Pr8Mn4V4O24,Pr,,,Mn,V,,O,4,,,,,,42.18752247,-2.257193953
Pr8Mn6Co2O24,Pr,,,Mn,Co,,O,4,,,,,,45.2879705,-2.034357081
Pr8Mn6Cr2O24,Pr,,,Mn,Cr,,O,4,,,,,,31.35144814,-2.165625096
Pr8Mn6Fe2O24,Pr,,,Mn,Fe,,O,4,,,,,,44.32442164,-2.108365152
Pr8Mn6Ni2O24,Pr,,,Mn,Ni,,O,4,,,,,,18.9559087,-2.01063405
Pr8Mn7Co1O24,Pr,,,Mn,Co,,O,4,,,,,,41.29569684,-2.085888092
Pr8Mn7Cr1O24,Pr,,,Mn,Cr,,O,4,,,,,,34.25106067,-2.151598474
Pr8Mn7Fe1O24,Pr,,,Mn,Fe,,O,4,,,,,,40.76042242,-2.122945627
Pr8Mn7Ni1O24,Pr,,,Mn,Ni,,O,4,,,,,,65.03154095,-2.037124701
Pr8Mn8O24,Pr,,,Mn,,,O,3,,,,,,39.20792319,-2.135514602
Pr8Ni8O24,Pr,,,Ni,,,O,3,,,,,,120.5966152,-1.473595644
Pr8Sc4Co4O24,Pr,,,Sc,Co,,O,4,,,,,,42.90406645,-2.410182371
Pr8Sc4Cr4O24,Pr,,,Sc,Cr,,O,4,,,,,,0,-2.696375652
Pr8Sc4Fe4O24,Pr,,,Sc,Fe,,O,4,,,,,,28.72421875,-2.570451263
Pr8Sc4Mn4O24,Pr,,,Sc,Mn,,O,4,,,,,,51.95072185,-2.591290663
Pr8Sc4Ni4O24,Pr,,,Sc,Ni,,O,4,,,,,,110.7169429,-2.242259309
Pr8Sc6Co2O24,Pr,,,Sc,Co,,O,4,,,,,,36.35679348,-2.746066547
Pr8Sc6Cr2O24,Pr,,,Sc,Cr,,O,4,,,,,,10.35277113,-2.889402063
Pr8Sc6Fe2O24,Pr,,,Sc,Fe,,O,4,,,,,,27.59599463,-2.827871868
Pr8Sc6Mn2O24,Pr,,,Sc,Mn,,O,4,,,,,,42.74924617,-2.834751568
Pr8Sc6Ni2O24,Pr,,,Sc,Ni,,O,4,,,,,,71.67773168,-2.660690516
Pr8Sc7Co1O24,Pr,,,Sc,Co,,O,4,,,,,,31.16453199,-2.915927261
Pr8Sc7Cr1O24,Pr,,,Sc,Cr,,O,4,,,,,,17.67339581,-2.988084143
Pr8Sc7Fe1O24,Pr,,,Sc,Fe,,O,4,,,,,,25.71300756,-2.957901046
Pr8Sc7Mn1O24,Pr,,,Sc,Mn,,O,4,,,,,,33.67375834,-2.960956771
Pr8Sc7Ni1O24,Pr,,,Sc,Ni,,O,4,,,,,,47.24337609,-2.87482087
Pr8Sc8O24,Pr,,,Sc,,,O,3,,,,,,23.6410205,-3.088119224
Pr8Ti4Co4O24,Pr,,,Ti,Co,,O,4,,,,,,14.00114963,-2.457010725
Pr8Ti4Cr4O24,Pr,,,Ti,Cr,,O,4,,,,,,49.42529029,-2.547046755
Pr8Ti4Fe4O24,Pr,,,Ti,Fe,,O,4,,,,,,19.80860463,-2.518952616
Pr8Ti4Mn4O24,Pr,,,Ti,Mn,,O,4,,,,,,35.72806622,-2.569356767
Pr8Ti4Ni4O24,Pr,,,Ti,Ni,,O,4,,,,,,23.22818913,-2.368624162
Pr8Ti6Co2O24,Pr,,,Ti,Co,,O,4,,,,,,137.8819392,-2.624956828
Pr8Ti6Cr2O24,Pr,,,Ti,Cr,,O,4,,,,,,95.49667394,-2.667342093
Pr8Ti6Fe2O24,Pr,,,Ti,Fe,,O,4,,,,,,105.4423684,-2.657396399
Pr8Ti6Mn2O24,Pr,,,Ti,Mn,,O,4,,,,,,80.68941837,-2.682149349
Pr8Ti6Ni2O24,Pr,,,Ti,Ni,,O,4,,,,,,178.1377204,-2.584701047
Pr8Ti7Co1O24,Pr,,,Ti,Co,,O,4,,,,,,94.05845519,-2.68828038
Pr8Ti7Cr1O24,Pr,,,Ti,Cr,,O,4,,,,,,57.60884947,-2.714388262
Pr8Ti7Fe1O24,Pr,,,Ti,Fe,,O,4,,,,,,85.89085769,-2.697841915
Pr8Ti7Mn1O24,Pr,,,Ti,Mn,,O,4,,,,,,68.90928714,-2.70867839
Pr8Ti7Ni1O24,Pr,,,Ti,Ni,,O,4,,,,,,125.2153697,-2.659869989
Pr8Ti8O24,Pr,,,Ti,,,O,3,,,,,,32.611025,-2.748544431
Pr8V4Co4O24,Pr,,,V,Co,,O,4,,,,,,69.00741775,-2.124383161
Pr8V4Cr4O24,Pr,,,V,Cr,,O,4,,,,,,0,-2.329609192
Pr8V4Fe4O24,Pr,,,V,Fe,,O,4,,,,,,26.1974495,-2.201067803
Pr8V4Ni4O24,Pr,,,V,Ni,,O,4,,,,,,103.7439688,-2.050066849
Pr8V6Co2O24,Pr,,,V,Co,,O,4,,,,,,54.06078892,-2.238717607
Pr8V6Cr2O24,Pr,,,V,Cr,,O,4,,,,,,0,-2.351029873
Pr8V6Fe2O24,Pr,,,V,Fe,,O,4,,,,,,5.206718172,-2.287571678
Pr8V6Ni2O24,Pr,,,V,Ni,,O,4,,,,,,73.75357017,-2.219024826
Pr8V7Co1O24,Pr,,,V,Co,,O,4,,,,,,11.27808202,-2.313318081
Pr8V7Cr1O24,Pr,,,V,Cr,,O,4,,,,,,0,-2.362349713
Pr8V7Fe1O24,Pr,,,V,Fe,,O,4,,,,,,0,-2.328584366
Pr8V7Ni1O24,Pr,,,V,Ni,,O,4,,,,,,44.54672265,-2.28004944
Pr8V8O24,Pr,,,V,,,O,3,,,,,,0,-2.384935304
